url,source,publish_date,year,month,slug,clean_headline,similarity_score
https://www.antaranews.com/berita/4648309/cetak-rekor-harga-emas-antam-tembus-rp1701-juta-per-gram,antaranews.com,2025-02-14,2025,2,cetak rekor harga emas antam tembus rp1701 juta per gram,cetak rekor harga emas antam tembus rp juta per gram,0.88420236
https://www.antaranews.com/berita/4648413/penguatan-rupiah-dipengaruhi-potensi-inflasi-as-hingga-tarif-trump,antaranews.com,2025-02-14,2025,2,penguatan rupiah dipengaruhi potensi inflasi as hingga tarif trump,penguatan rupiah dipengaruhi potensi inflasi as hingga tarif trump,0.72024685
https://www.antaranews.com/berita/4751201/harga-emas-antam-4-april-kembali-turun-ke-rp1819-juta-per-gram,antaranews.com,2025-04-04,2025,4,harga emas antam 4 april kembali turun ke rp1819 juta per gram,harga emas antam april kembali turun ke rp juta per gram,0.77663463
https://www.antaranews.com/berita/5033729/harga-emas-di-pegadaian-hari-ini-kompak-turun-lagi,antaranews.com,2025-08-13,2025,8,harga emas di pegadaian hari ini kompak turun lagi,harga emas di pegadaian hari ini kompak turun lagi,0.88946974
https://www.antaranews.com/berita/5033889/emas-antam-lanjutkan-tren-penurunan-harga-jual-kini-rp1917-juta-gram,antaranews.com,2025-08-13,2025,8,emas antam lanjutkan tren penurunan harga jual kini rp1917 juta gram,emas antam lanjutkan tren penurunan harga jual kini rp juta gram,0.83521956
https://www.antaranews.com/berita/5021701/mentan-sebut-bakal-lakukan-operasi-pasar-beras-hingga-akhir-2025,antaranews.com,2025-08-07,2025,8,mentan sebut bakal lakukan operasi pasar beras hingga akhir 2025,mentan sebut bakal lakukan operasi pasar beras hingga akhir,0.8045011
https://www.antaranews.com/berita/5050657/pco-presiden-benahi-sistem-ketahanan-pangan-hulu-hingga-hilir,antaranews.com,2025-08-20,2025,8,pco presiden benahi sistem ketahanan pangan hulu hingga hilir,pco presiden benahi sistem ketahanan pangan hulu hingga hilir,0.7099957
https://jogja.antaranews.com/berita/762505/daftar-harga-emas-pegadaian-20-agustus-galeri24-antam-naik-ubs-stabil,antaranews.com,2025-08-20,2025,8,daftar harga emas pegadaian 20 agustus galeri24 antam naik ubs stabil,daftar harga emas pegadaian agustus galeri antam naik ubs stabil,0.76632255
https://makassar.antaranews.com/berita/589609/harga-emas-antam-hari-ini-tetap-rp1904-juta-per-gram,antaranews.com,2025-04-13,2025,4,harga emas antam hari ini tetap rp1904 juta per gram,harga emas antam hari ini tetap rp juta per gram,0.8363209
https://www.antaranews.com/berita/4724121/jaksel-pastikan-harga-dan-stok-pangan-terkendali,antaranews.com,2025-03-20,2025,3,jaksel pastikan harga dan stok pangan terkendali,jaksel pastikan harga dan stok pangan terkendali,0.8213789
https://www.antaranews.com/berita/5140233/emas-antam-senin-ini-naik-rp7000-ke-rp2198-juta-gram,antaranews.com,2025-09-29,2025,9,emas antam senin ini naik rp7000 ke rp2198 juta gram,emas antam senin ini naik rp ke rp juta gram,0.8559916
https://www.antaranews.com/berita/5140077/harga-tiga-produk-emas-di-pegadaian-senin-ini-kompak-stabil,antaranews.com,2025-09-29,2025,9,harga tiga produk emas di pegadaian senin ini kompak stabil,harga tiga produk emas di pegadaian senin ini kompak stabil,0.70010877
https://www.antaranews.com/berita/4884377/emas-antam-pada-sabtu-kembali-turun-kini-ke-rp1904-juta-gram,antaranews.com,2025-06-07,2025,6,emas antam pada sabtu kembali turun kini ke rp1904 juta gram,emas antam pada sabtu kembali turun kini ke rp juta gram,0.8247829
https://www.antaranews.com/berita/4884313/harga-tiga-produk-emas-di-pegadaian-hari-ini-kompak-turun,antaranews.com,2025-06-07,2025,6,harga tiga produk emas di pegadaian hari ini kompak turun,harga tiga produk emas di pegadaian hari ini kompak turun,0.8025714
https://www.antaranews.com/berita/5269529/harga-emas-ubs-turun-galeri24-naik-di-pegadaian-kamis-ini,antaranews.com,2025-11-27,2025,11,harga emas ubs turun galeri24 naik di pegadaian kamis ini,harga emas ubs turun galeri naik di pegadaian kamis ini,0.7414905
https://www.antaranews.com/berita/5269665/harga-emas-antam-kamis-ini-naik-rp9000-menjadi-rp2387-juta-gram,antaranews.com,2025-11-27,2025,11,harga emas antam kamis ini naik rp9000 menjadi rp2387 juta gram,harga emas antam kamis ini naik rp menjadi rp juta gram,0.91097593
https://www.antaranews.com/berita/4730601/wamentan-dukung-gerakan-petani-milenial-perkuat-ekspor-pangan,antaranews.com,2025-03-23,2025,3,wamentan dukung gerakan petani milenial perkuat ekspor pangan,wamentan dukung gerakan petani milenial perkuat ekspor pangan,0.7829063
https://www.antaranews.com/berita/4579682/harga-emas-antam-senin-stabil-di-angka-rp1568-juta-per-gram,antaranews.com,2025-01-13,2025,1,harga emas antam senin stabil di angka rp1568 juta per gram,harga emas antam senin stabil di angka rp juta per gram,0.88313216
https://www.antaranews.com/berita/5052885/emas-antam-kamis-ini-meroket-rp24000-ke-angka-rp1914-juta-gram,antaranews.com,2025-08-21,2025,8,emas antam kamis ini meroket rp24000 ke angka rp1914 juta gram,emas antam kamis ini meroket rp ke angka rp juta gram,0.8632103
https://www.antaranews.com/berita/5215417/harga-emas-ubs-dan-galeri24-di-pegadaian-hari-ini-stabil,antaranews.com,2025-11-03,2025,11,harga emas ubs dan galeri24 di pegadaian hari ini stabil,harga emas ubs dan galeri di pegadaian hari ini stabil,0.73754877
https://www.antaranews.com/berita/5215593/emas-antam-senin-ini-turun-lagi-rp12000-jadi-rp2278-juta-gram,antaranews.com,2025-11-03,2025,11,emas antam senin ini turun lagi rp12000 jadi rp2278 juta gram,emas antam senin ini turun lagi rp jadi rp juta gram,0.7833525
https://jogja.antaranews.com/berita/760321/harga-emas-antam-9-agustus-turun-rp8000-jadi-rp1951-jutagram,antaranews.com,2025-08-09,2025,8,harga emas antam 9 agustus turun rp8000 jadi rp1951 jutagram,harga emas antam agustus turun rp jadi rp jutagram,0.8745637
https://www.antaranews.com/berita/5243601/harga-emas-ubs-galeri24-di-pegadaian-sabtu-ini-kompak-turun,antaranews.com,2025-11-15,2025,11,harga emas ubs galeri24 di pegadaian sabtu ini kompak turun,harga emas ubs galeri di pegadaian sabtu ini kompak turun,0.91644716
https://www.antaranews.com/berita/5138281/polri-salurkan-1386-ton-beras-sphp,antaranews.com,2025-09-27,2025,9,polri salurkan 1386 ton beras sphp,polri salurkan ton beras sphp,0.7520861
